index,service,description,url,phone,url_phone
13,A Place to Call Home,"**Location:** 42 Delsea Drive South, Glassboro, NJ 08028  
**Operating Hours:** Not specified  
**Prerequisites:** The program is designed for expectant and postpartum women who have struggled with substance abuse; specific prerequisites for enrollment are not mentioned in the provided information.",https://acendahealth.org/programs/a-place-to-call-home/,8444223632,https://acendahealth.org/programs/a-place-to-call-home/
14,A WAY TO HOPE,"Location: 270 East 32nd Street, Paterson, NJ 07504  
Operating hours: Not specified  
Prerequisites: No specific prerequisites mentioned, but typically participation in events may require registration or attendance.",https://www.ourwaytohope.org/,8626003932,https://www.ourwaytohope.org/
15,A's Attic Thrift Store,"A's Attic Thrift Store is located at 389 Somerset St, Somerset, NJ 8873. The operating hours and any prerequisites for using the store, such as forms of identification, are not provided in the information.",https://thriftstored.com/thrift-store/as-attic-thrift-store-somerset-nj,7327871150,https://www.yelp.com/biz/bos-attic-port-monmouth
16,AA Inter Group,"The 988 Lifeline Pre-Chat Survey page does not provide specific information regarding location, operating hours, or prerequisites such as identification requirements.",https://988lifeline.org/chat,8002738255,https://988lifeline.org/chat
18,"Aaron C Vanhise, DO","Location: 831 Tennent Road, Manalapan, NJ 07726  
Operating Hours: Not specified  
Prerequisites: Registration form required for appointments (as indicated by ""Registration Form"" in the office information).",https://www.gardenstateheartcare.com/aaron-c-vanhise-do%EF%BB%BF/,7328514700,https://doctors.hackensackmeridianhealth.org/provider/aaron-c-van-hise/1316845
19,Absolute Awakening,"Absolute Awakenings offers drug and alcohol addiction treatment, dual-diagnosis, and mental health services in Morris Plains, NJ, located at 3000 NJ-10. They are available to help 24/7, and their contact number is (866) 768-0528. The site does not specify operating hours. For admission, individuals need to verify their insurance and may need to provide certain identification, but specific prerequisites are not detailed.",https://absoluteawakenings.com/,8667680528,https://absoluteawakenings.com/
20,Access Link Disability Transportation,"Access Link is a public transportation service in New Jersey for individuals with disabilities who cannot use the local fixed route bus service. It operates during the same days and hours as local buses, including weekends and holidays. To use the service, individuals must apply for eligibility, which includes a telephone interview and providing medical verification of their disability. Riders must be ready to board within 5 minutes of vehicle arrival and bring appropriate identification. Reservations can be made by calling 973-491-4224 or online, and users are encouraged to set up an EZ-Wallet account for fare payments.",https://www.njtransit.com/accessibility/access-link-ada-paratransit,9734914224,https://www.njtransit.com/accessibility/access-link-ada-paratransit
21,Access Medical Associates,"Location: 3322 Route 22 West, Branchburg, NJ 08876  
Operating Hours: 8:00 AM to 8:00 PM (Monday to Friday), 8:00 AM to 4:00 PM (Saturday and Sunday)  
Prerequisites: Appointment needed for COVID-19 tests; no appointment necessary for non-COVID related issues.",https://www.accessmedicalassoc.com/,9087040100,https://www.accessmedicalassoc.com/
22,Acenda Integrated Health,"Location: 42 Delsea Drive South, Glassboro, NJ 08028  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://acendahealth.org/,8444223632,https://acendahealth.org/contact-us/
23,Acenda Intergrated Health,"Acenda is located at 42 Delsea Drive South, Glassboro, NJ 08028. There is no specified information regarding operating hours. The text does not mention any prerequisites for using their services, such as identification requirements.",https://acendahealth.org/,8444223632,https://acendahealth.org/contact-us/
24,Achieve Physical Therapy,"Achieve Physical Therapy has two locations: 1700 NJ-23 suite 110, Wayne, NJ 07470, and 9 Whippany Rd, unit 9, Whippany NJ 07981. Their operating hours are not specified on the website, and there is no information regarding prerequisites such as the need for a form of identification.",https://www.achieveptnj.com/,9738461244,https://www.achieveptnj.com/
26,Active Day,"Location: 6 Neshaminy Interplex Suite 401 Trevose, PA 19053  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://www.activeday.com/locations/,8883386898,https://www.activeday.com/locations/
28,Addiction Services for Children,"The 988 Lifeline Pre-Chat Survey is an online tool designed to help individuals seeking support through the National Suicide Prevention Lifeline. The location is online, accessible via the 988 Lifeline website. There are no specified operating hours, as it is available 24/7. No prerequisites such as identification are mentioned for using the service.",https://988lifeline.org/chat,4888255,https://988lifeline.org/chat
29,Addiction Treatment Services,"The 988 Lifeline Pre-Chat Survey website does not provide specific information regarding location, operating hours, or prerequisites such as the need for identification.",https://988lifeline.org/chat,988,https://988lifeline.org/chat
31,Adelphi Orchestra,"The Adelphi Orchestra is located at 650 Kinderkamack Rd, River Edge, NJ 07661, United States. There are various concert events scheduled, including performances at locations such as the Berrie Center - Sharp Theater in Mahwah, NJ, and the Broadway Presbyterian Church in New York, NY. Specific operating hours for performances vary by event, with times such as 7:30 PM for some concerts and 2:00 PM for others. The information does not specify if any prerequisites, such as forms of identification, are needed to attend the performances.",https://www.adelphiorchestra.org/,2014770406,https://www.adelphiorchestra.org/
33,"Adriana Neumann, BA","Location: 2050 Voorhees Town Center, Voorhees, NJ 08043-1910 (Camden County).  
Operating Hours: Monday to Friday, 9:00 AM - 5:00 PM.  
Prerequisites: No specific prerequisite information found; however, it is implied that a form of identification may be required for appointments.",https://www.horizonblue.com/behavioralhealth/find-behavioral-health-provider/behavioral-health-doctors-profile/all/adriana-neumann-voorhees-nj-1272617P1458701,8563460005,https://www.horizonblue.com/behavioralhealth/find-behavioral-health-provider/behavioral-health-doctors-profile/all/adriana-neumann-voorhees-nj-1272617P1458701
34,Adult Rehabilitation Center,"The 988 Lifeline Pre-Chat Survey does not provide any specific information regarding location, operating hours, or prerequisites such as identification requirements.",https://988lifeline.org/chat,988,https://988lifeline.org/chat
35,Advance Counseling,"Advanced Counseling Services, LLC is located in New Jersey and operates Monday through Friday from 9 AM to 5 PM, with limited evening and weekend appointments available. There is no specific information regarding prerequisites such as identification or forms needed to use their services.",https://advancedcounselingnj.com/,2014989140,https://www.bergenresourcenet.org/search/advance-counseling-center/
37,Advanced Physical Therapy,"Location: Advanced Physical Therapy of SJ has multiple offices, including 633 Woodbury-Glassboro Rd., Sewell, NJ 08080; 283 Egg Harbor Rd., Sewell, NJ 08080; and 600 Cross Keys Rd., Suite 103, Sicklerville, NJ 08081. 

Operating Hours: Operating hours are not specified in the provided information. 

Prerequisites: Before your first visit, you need to fill out a new patient intake form. Additionally, in most cases, a physician's prescription is not required to start treatment, as New Jersey is a direct access state.",https://www.advancedphysicaltherapyofsj.com/,8567284100,https://www.advancedphysicaltherapyofsj.com/
38,Adventures For Women,"Adventures For Women (AFW) is located at P.O. Box 75, Midland Park, NJ 07432. The organization does not specify operating hours, but events typically require advanced registration. Participants must be 18 years or older to join activities. There is no explicit mention of prerequisites such as identification for participation.",https://www.adventuresforwomen.org/,2013713089,https://www.adventuresforwomen.org/
39,Advocates for Children of New Jersey (ACNJ,"Location: 35 Halsey Street, Newark, NJ 07102  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://acnj.org/,9736433876,https://acnj.org/
40,Affordable Housing Alliance,"Location: 3535 Route 66, Parkway 100, Building 4, Neptune Township, NJ 07753  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned, but it may imply identification may be needed for certain services.",https://housingall.org/,7323892958,https://housingall.org/contact-us/
41,Affordable Housing Alliance - Tom River,"Address: 3535 Route 66, Parkway 100, Building 4, Neptune Township, NJ 07753  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned; contact via phone or email for assistance.",https://housingall.org/,7323892958,https://housingall.org/contact-us/
42,Agape House,"Main Campus: Roselle, NJ  
South Jersey Campus: Delran, NJ  
Charlotte, NC  
Houston, TX  
Katy  
Spanish Campus: Roselle  

Operating hours are not explicitly listed, and no prerequisites such as identification requirements are mentioned.",https://www.ahowfc.org/,9087079753,https://www.voadv.org/locations/agapehouse/
43,Aging & Disability Resource Connection,"Location: State of New Jersey, specifically the Department of Human Services, 222 South Warren Street, PO Box 700, Trenton, NJ 08625-0700.

Operating Hours: Not specified.

Prerequisites: Not specified, but likely requires some form of identification or eligibility verification for certain services.",https://www.adrcnj.org/,18772223737,https://www.adrcnj.org/
44,ALA CALL/Substance Abuse,"The 988 Lifeline Pre-Chat Survey does not provide specific information regarding location, operating hours, or prerequisites such as identification requirements.",https://988lifeline.org/chat,988,https://988lifeline.org/chat
45,Alcoholics Anonymous (Phone meetings),"Location: Northern New Jersey  
Operating Hours: 24 hours a day  
Prerequisites: None mentioned",https://www.nnjaa.org/intergroup/meeting-finder.html,19086878566,https://www.nnjaa.org/
47,"All Ahead Title Agency, LLC","Location: 46 Highway 36, Keyport, New Jersey 07735  
Operating hours: Mon - Fri: 8:30am - 5pm  
Prerequisites: No specific prerequisites mentioned.",https://www.allaheadtitle.com/,7323835287,https://www.allaheadtitle.com/
48,All Care Foot & Ankle Podiatrist,"Location: 1806 Hwy 35 S, Ste 103, Oakhurst, NJ 07755  
Operating Hours: Mon-Fri 9:00 AM - 5:00 PM, Fri 9:00 AM - 12:00 PM, Sat-Sun Closed  
Prerequisites: No specific prerequisites mentioned; accepts credit cards and insurance.",https://www.yelp.com/biz/allcare-foot-and-ankle-oakhurst-2,7326953668,https://www.yelp.com/biz/allcare-foot-and-ankle-oakhurst-2
49,All Guard Auto Insurance Inc.,"Location: 80 Route 35, Neptune City, NJ 07753  
Operating Hours: Monday to Friday, 9:00 AM - 5:00 PM (after hours by appointment)  
Prerequisites: No specific prerequisites mentioned.",https://www.progressiveagent.com/local-agent/new-jersey/neptune-city/all-guard-auto-insurance-inc/,7329888888,https://www.progressiveagent.com/local-agent/new-jersey/neptune-city/all-guard-auto-insurance-inc/
50,All in a Day Medical Day Care Center,"All In A Day Medical Daycare Center is located at 104 Pension Rd, Englishtown, New Jersey 07726. The center operates from Monday to Saturday, 08:00 AM to 05:00 PM, and is closed on Sundays. There is a requirement to provide information regarding a Medicaid card when requesting a consultation.",https://myadultdaycare.com/details/All-In-A-Day-Medical-Daycare-Center,7327922273,https://myadultdaycare.com/details/All-In-A-Day-Medical-Daycare-Center
51,All Things Purposeful Suicide Prevention and Greif Recovery Services,"The 988 Lifeline Pre-Chat Survey website does not provide specific information regarding location, operating hours, or prerequisites for usage.",https://chat.988lifeline.org/,988,https://chat.988lifeline.org/
53,Allied Wealth Partners Special Needs Division,"14 Walsh Drive, Suite 100, Parsippany, NJ 07054. Operating hours not specified. No prerequisites mentioned for using the services.",https://www.alliedwealthpartners.com/special-needs-families,7323481272,https://www.morrissussexresourcenet.org/search/allied-wealth-partners-special-needs-division/
54,Alpha III (Straight & Narrow),"Alpha 3 is located at 508 Straight Street, Paterson, NJ 07503. The phone number is (973) 345-6000 ext. 6229. The program operates to provide treatment specifically for pregnant women and women with children who are Work First participants and have an open DCPP case. Prerequisites for participation include having an open DCPP case with a child under 5 years of age pending reunification. The program also accepts women on medically assisted treatment or detoxification and assists them in obtaining various medical and welfare benefits.",https://ccpaterson.org/alpha-3-paterson-1,9733456000,https://ccpaterson.org/alpha-3-paterson-1
55,Alpha School,"Alpha School is located at 935 Bennetts Mills Rd, Jackson, NJ 08527. Operating hours are not explicitly stated on the website. It is implied that there may be prerequisites for using the school, particularly the need for students to have disabling conditions and meet specific age requirements (ages 5-21). However, no specific identification or forms are mentioned as requirements.",https://alphaschool.com/,7323701150,https://alphaschool.com/contact-us/
56,Alternatives,"600 First Avenue Raritan, NJ 08869. No specific operating hours or prerequisites mentioned.",https://www.alternativesinc.org/,9086851444,https://www.alternativesinc.org/contact/
57,American Health Association (AHCA),"Location: 2 Massachusetts Avenue NE, Unit 77880, Washington, DC 20013  
Operating Hours: Not specified  
Prerequisites: Not specified",https://www.ahcancal.org/,2028424444,https://www.ahcancal.org/
58,American Heritage Federal Credit Union,"Location: 2060 Red Lion Road, Philadelphia, PA 19115  
Operating Hours: All locations will be closed on Monday, 11/11 due to the holiday; account access and transactions available 24/7 via Mobile Teller, Online Teller, and Phone Teller.  
Prerequisites: No specific prerequisites mentioned for using services, but account access requires login.",https://www.americanheritagecu.org/,2159690777,https://www.americanheritagecu.org/about-us/contact-us
60,America’s Keswick,"America's Keswick Christian Retreat & Conference Center is located at 601 Route 530, Whiting, New Jersey, 08759. Their operating hours are Sunday to Saturday from 8:00 am to 5:00 pm. There is no specific information regarding prerequisites such as identification to use the facilities.",https://americaskeswick.org/,7323501187,https://americaskeswick.org/contact-us/
61,"Amos E Katz, MD","Location: The Linda Cardinale MS Center, 901 West Main Street, Suite 364, Freehold, NJ 07728.  
Operating Hours: Not specified.  
Prerequisites: Not specified.",https://www.centrastate.com/find-a-physician/amos-katz-md-multiple-sclerosis/,7324312000,https://www.centrastate.com/find-a-physician/amos-katz-md-multiple-sclerosis/
62,"Andrew C Hirsch, MD","Location: 
- Red Bank Office: 258 Broad Street, Red Bank, NJ 07701
- Manalapan Office: 224 Taylors Mills Road Suite 103, Manalapan, NJ 07726

Operating Hours:
- Red Bank: 
  - Monday: Closed
  - Tuesday: 8:00 AM - 12:00 PM, 1:00 - 4:00 PM
  - Wednesday: 9:00 AM - 12:00 PM, 1:00 - 5:00 PM
  - Thursday: 10:30 AM - 1:00 PM, 3:00 - 7:00 PM
  - Friday: Closed
  - Saturday: 8:30 AM - 12:00 PM (every other Saturday)

- Manalapan:
  - Monday: 9:00 AM - 1:00 PM, 3:00 - 7:00 PM
  - Tuesday: Closed
  - Wednesday: Closed
  - Thursday: Closed
  - Friday: 10:30 AM - 1:00 PM, 2:00 - 5:00 PM
  - Saturday: Closed

Prerequisites: 
- Insurance coverage confirmation recommended, as they accept nearly all major insurance plans. No specific form of identification mentioned.",https://www.sneezedoctornj.com/,7327418900,https://doctors.hackensackmeridianhealth.org/provider/andrew-c-hirsch/1319282
63,"Angels For Action, Inc.","Location: 209 West 2nd Street, Plainfield, NJ 07060  
Operating Hours:  
- Tuesday: 12:30 PM – 2:30 PM  
- Wednesday: 6:00 PM – 7:30 PM  
- Friday: 5:30 PM – 7:00 PM  
- Saturday: 10:00 AM – 2:00 PM  
(Note: Hours may vary and appointments should be made via email for other times.)  
Prerequisites: A form of identification is needed to obtain Community ID Cards, which are for identification purposes only and do not grant legal residency or the right to work.",https://www.angelsactioninc.org/,9087535656,https://www.angelsactioninc.org/contact-us/
64,Anna Sample Family Shelter VOA of America,"Location: 408-416 Line Street, Camden, NJ  
Operating Hours: 24/7 access to on-site support staff  
Prerequisites: Referrals are accepted from the local county board of social services.",https://www.voadv.org/locations/annasample/,8569630430,https://www.voadv.org/locations/annasample/
65,"ANTERO B GONZALES, MD","Locations: 
1. IM Care Medical Group, 246 South Street, Freehold, NJ 07728
2. IM Care Medical Group, 35 Beaverson Blvd, Suite 2B, Brick, NJ 08723

Operating Hours: Not specified.

Prerequisites: No specific prerequisites listed, but a phone number for contact is provided: (732) 462-8388 for Freehold and (732) 920-4666 for Brick.",https://www.centrastate.com/find-a-physician/antero-gonzales-md-internal-medicine/,7324312000,https://www.centrastate.com/find-a-physician/antero-gonzales-md-internal-medicine/
66,Anxiety and Depression Association of America,"OCD New Jersey has support groups located in more than 13 cities across New Jersey. The specific operating hours are not listed, and the website suggests checking for phone numbers for these cities. There are no prerequisites mentioned for attending the support groups.",https://adaa.org/find-help/find-support/support-groups/ocd-new-jersey,2404851018,https://adaa.org/contact-us
68,Anytime Fitness,"I'm sorry, but you haven't provided a specific website or text to summarize. Please provide the relevant information or URL so I can assist you with the summary.",https://www.anytimefitness.com/locations/us/nj/,"Sure! Please provide the text from the website that contains the phone number, and I will extract it for you.",https://www.anytimefitness.com/locations/us/nj/
69,Apostles Lutheran Church,"Apostles Lutheran Church is located at 4401 Black Horse Pike (Rt 42) in Turnersville, NJ 08012. The church offers indoor worship and communion every Sunday at 10:00 AM, and all are welcome to attend. Additionally, they operate a food pantry on the 2nd and 4th Thursdays of the month from 1 PM to 3 PM, and a Grief Share group meets on the 1st Thursday of the month at 10:30 AM. There is no mention of any prerequisites such as identification required for participation.",https://www.apostleslc.org/,8566294228,https://www.apostleslc.org/visit-us
70,Apostles' House,"Apostles Lutheran Church is located at 4401 Black Horse Pike (Rt 42), Turnersville, NJ 08012. The church holds indoor worship and communion every Sunday at 10:00 AM. They also have a food pantry that provides food distribution on the 2nd and 4th Thursdays from 1 PM to 3 PM. There are no specific prerequisites mentioned for attending services or events.",https://theapostleshouse.org/,8566294228,https://theapostleshouse.org/contact/
71,ARP Addiction Recovery Program,"The webpage does not provide any specific information about location, operating hours, or prerequisites for using the 988 Lifeline Pre-Chat Survey.",https://988lifeline.org/chat,988,https://988lifeline.org/chat
72,Arsha Bodha Center,"Arsha Bodha Center is located at 84 Cortelyou Lane, Somerset, NJ 08873. They offer in-person classes on Saturdays at 10 am (Guided Meditation) and 11 am (Uddhava Gita), as well as a Vedanta Class on Sundays at 10 am and a Satsang at 11 am. There is also an online Sanskrit Grammar class every Tuesday at 6 pm. No specific prerequisites or forms of identification are mentioned for participation.",https://arshabodha.org/,7329404008,https://arshabodha.org/contact-us/
73,Art of Living,"Location: Art of Living Morris County, 1280 US 46 Suite 12 Second level, Parsippany, New Jersey, 07901  
Operating hours: Recharge Your Mind sessions every Sunday from 4pm-5pm; Beyond Breath sessions available on scheduled dates; Intro to Intuition Process every Saturday from 10am-11am; The Power of SKY Breath every Tuesday from 7pm-8pm (online).  
Prerequisites: No specific prerequisites mentioned, but participation in sessions may imply the need for identification or registration for certain events.",https://www.artofliving.org/us-en/new-jersey,9085434779,https://www.artofliving.org/us-en/new-jersey
74,Arthur P Christiano MD,"Location: Urology Associates, 595 Shrewsbury Avenue, Suite 103, Shrewsbury, NJ 07702  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://doctors.hackensackmeridianhealth.org/provider/arthur-p-christiano/1317003,7327415923,https://doctors.hackensackmeridianhealth.org/provider/arthur-p-christiano/1317003
75,Asbury park housing Authority,"Location: 1000 1/2 3rd Avenue, Asbury Park, NJ 07712  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://aphanj.org/,7327742660,https://aphanj.org/
76,Asbury Park Housing Authority,"Location: 1000 1/2 3rd Avenue, Asbury Park, NJ 07712  
Operating Hours: Not specified  
Prerequisites: Not specified",https://aphanj.org/,7327742660,https://aphanj.org/
77,ASDC CrossFit,"ASDC CrossFit is located at 19 Commerce St, Flemington, NJ 08822, United States. The facility does not specify operating hours in the provided text. To utilize the gym, individuals are encouraged to schedule a ""no sweat intro"" by filling out a contact form, which may imply that some form of identification or contact information is required.",https://www.asdccrossfit.com/,9087749106,https://www.asdccrossfit.com/
78,"Ashleigh Natter, LPC","Location: Freehold, NJ, US  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://www.7cups.com/local/us/nj/freehold/therapists/ashleigh-natter-licensed-profes-55299497,7323938391,https://www.marriage.com/experts/ashleigh-natter
80,Assisted Living (Care One),"""""",https://www.care-one.com/locations/,8552778550,https://www.care-one.com/locations/
81,Assisted Living (CareOne),"CareOne Assisted Living offers private assisted living communities across various locations including Wayne, NJ; Paramus, NJ; Bound Brook, NJ; Sharon, MA; Moorestown, NJ; Livingston, NJ; Jackson, NJ; Grand Rapids, MI; Cherry Hill, NJ; Hamilton, NJ; Marlton, NJ; and East Brunswick, NJ. The operating hours are not specified, but they provide 24/7 nursing care. No specific prerequisites, such as forms of identification, are mentioned for utilizing their services.",https://www.care-one.com/services/assisted-living/,8552778550,https://www.care-one.com/locations/
82,Associated Urologists LLC,"Location: 1255 Rte 70 Ste 33 S, Lakewood, NJ 08701  
Operating Hours: Mon-Fri 9:00 AM - 5:00 PM; Closed Sat and Sun  
Prerequisites: No specific information found regarding prerequisites.",https://www.yelp.com/biz/associated-urologists-lakewood,7323641664,https://www.yelp.com/biz/associated-urologists-lakewood
83,Atlantic Health System Chilton Medical Center,"Chilton Medical Center is located at 97 West Parkway, Pompton Plains, NJ 07444. It operates 24 hours a day, though hours may vary by department. There is no specific information about prerequisites such as identification requirements provided.",https://www.atlantichealth.org/locations/chilton-medical-center,9738315000,https://www.atlantichealth.org/locations/chilton-medical-center
85,Atlantic Medical Group of Union,"Atlantic Medical Group Primary Care at Union is located at 1000 Galloping Hill Road, Suite 108, Union, NJ 07083. The contact number is 908-522-3730. There is no information provided regarding operating hours or prerequisites for using the services.",https://ahs.atlantichealth.org/locations/atlantic-medical-group/primary-care-union.html,9085223730,https://ahs.atlantichealth.org/locations/atlantic-medical-group/primary-care-union.html
86,Audrey Hepburn Children’s House,"Location: 12 Second Street, Hackensack, NJ 07601, Bergen County  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned; however, contacting the center at (551) 996-2271 is suggested for assistance or services.",https://www.bergenresourcenet.org/search/audrey-hepburn-childrens-house/,5519962271,https://www.bergenresourcenet.org/search/audrey-hepburn-childrens-house/
87,Aurum events and catering,"Aurum Events & Caterers is located at 17 South Street, Freehold, NJ. Their operating hours are not specified on the website. There is no information regarding prerequisites or identification needed to utilize their services.",https://aurum.events/,7322940031,https://aurum.events/
88,Avidd Community Services & Bethel Ridge,"Location: 92 Broadway, Suite 101, Denville, NJ 07834  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://www.bethelridgenj.org/,9736641770,https://www.bethelridgenj.org/
89,Babs Siperstein PROUD Center,"Babs Siperstein PROUD Center is located at 128 Rehill Ave, Suite 1100, Somerville, NJ 08876. The center operates Monday through Friday from 9 a.m. to 5 p.m. There are no specific prerequisites mentioned for using their services, but it is implied that patients should call to schedule an appointment.",https://www.rwjbh.org/rwj-university-hospital-somerset/treatment-care/babs-siperstein-proud-center/,18857768334,https://www.rwjbh.org/rwj-university-hospital-somerset/treatment-care/babs-siperstein-proud-center/
90,Baker Street Behavioral Health,"Baker Street Behavioral Health provides services in multiple locations throughout New Jersey, including Cedar Grove, Fair Lawn, Jersey City, Morristown, Paramus, Lebanon, and Franklin Lakes. The clinic is open Monday to Saturday from 8 AM to 6 PM and Sunday from 11 AM to 4 PM. There is no specific mention of prerequisites for using their services, such as the need for identification.",https://bakerstreetpsych.com/,8339372724,https://bakerstreetpsych.com/
91,Balance and Thrive Mental Health Counseling,"The location is 666 Godwin Avenue Suite 200, Midland Park, NJ 07432. The operating hours are Monday to Sunday, 9:00 am to 10:30 pm. There is no information provided about prerequisites for using the services, such as the need for identification.",https://www.balanceandthrivecounseling.com/,2014448110,https://www.balanceandthrivecounseling.com/
93,Barnabas Behavioral Health,"RWJBarnabas Health's Behavioral Health Services provides comprehensive mental health care for children, adolescents, adults, and seniors across various locations in New Jersey. Some specific locations include Eatontown, Toms River, Livingston, Long Branch, Belleville, and Newark. The services include acute care inpatient programs and outpatient services, addressing various conditions such as anxiety disorders, depression, and PTSD.

Operating hours for services are not explicitly stated on the page, but the RWJBarnabas Health Access Center is available 24/7 for assistance. There is no specific mention of prerequisites such as identification requirements for accessing services.",https://www.rwjbh.org/treatment-care/mental-health-and-behavioral-health/,7329141688,https://www.rwjbh.org/our-locations/behavioral-health-center/rwjbarnabas-health-behavioral-health-center/
94,Barnegat Township Special Needs Resources,"The Meadowedge Social Club is located at 550 E Bay Ave, Barnegat, and operates Monday through Thursday. To participate in the inclusive programs offered, individuals need to complete a yearly membership registration form. The Discovery Basketball program, which is free for ages 5-18, requires caregivers to stay with their children and necessitates a printed registration form to be brought to the recreation center before the first session or sent via fax or email. For the Barnegat Little League Challenger Baseball, all players must register online and coaches are subject to a background check.",https://www.barnegat.net/departments/office-of-recreation/recreation-for-individuals-with-special-needs/,6096980080,https://www.barnegat.net/departments/office-of-recreation/recreation-for-individuals-with-special-needs/
97,BB&T Bank Glassboro,"Location: 600 Delsea Dr N, Glassboro, NJ 08028  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned, but having a Truist debit card in a digital wallet is mentioned for ATM access.",https://www.truist.com/branch/nj/glassboro/08028/600-delsea-dr-n,8568633636,https://www.truist.com/branch/nj/glassboro/08028/600-delsea-dr-n
98,Beautiful Minds,"Location: 305 Independence Blvd, Sicklerville, New Jersey 08081  
Operating Hours: Not specified  
Prerequisites: For in-home services, clients 0-21 years old need to call PerformCare at 1-877-652-7624 and request Beautiful Minds as the provider. For in-office services of any age, clients should call directly at 609-350-5007 to request services.",https://beautifulmindstc.com/,6093505007,https://beautifulmindstc.com/
99,Behavior Therapy Associates,"Behavior Therapy Associates (BTA) provides comprehensive psychological, behavioral, and educational services in New Jersey and offers telehealth across many other states. The practice has been serving families since 1979 and is located in New Jersey. Specific operating hours are not listed on the website. There is no mention of prerequisites such as identification required for using their services.",https://behaviortherapyassociates.com/,7328731212,https://behaviortherapyassociates.com/contact/
